darija,eng,darija_ar
b Tabi3at l7al,of course,ب طابيعات لحال
mn Tabi3t l7al,of course,من طابيعت لحال
jatk hia hadik,it suits you,جاتك هيا هاديك
jak hoa hadak,it suits you,جاك هوا هاداك
tSb7 3la khir,good night,تصبح علا خير
tSbe7 3la khir,good night,تصبح علا خير
tSba7 3la khir,good night,تصباح علا خير
allah iktter khirk,thank you,الله إكتّر خيرك
lah iktter khirek,thank you,الله إكتّر خيرك
ch7al f ssa3a,what time is it,شحال ف الساعا
ch7al dayra hadi,how much is this,شحال دايرا هادي
ch7al dayr hada,how much is this,شحال داير هادا
Tal3 lih demm,mad,طالع ليه دمّ
3la lmada l9aSir,short-term,علا لمادا لقاصير
sa8l toSl lih,accessible,ساهل توصل ليه
sahl toSl lih,accessible,ساهل توصل ليه
n8ar 3la n8ar,day-to-day,نهار علا نهار
nhar 3la nhar,day-to-day,نهار علا نهار
ma3ndo tta m3na,absurd,ماعندو التا معنا
ma3ndo ta ma3na,absurd,ماعندو تا ماعنا
mabghah tta 7dd,unwanted,مابغاه التا حدّ
mabghah tta 7edd,unwanted,مابغاه التا حدّ
khda b3in l3tibar,consider,خدا بعين لعتيبار
ba3 o chra,trade,باع أُ شرا
mn daba chwia,soon,من دابا شويا
men daba chwia,soon,من دابا شويا
ila l 2abad,forever,إلا ل أباد
ila l 2abad,forever,إلا ل أباد
jwabo 3la nabo,quick-witted,جوابو علا نابو
smen o 3sel,sweet,سمن أُ عسل
ma3ndk fin t8reb,inevitable,ماعندك فين تهرب
kayDrr f rras,controversial,كايضرّ ف الراس
Tal3a lih l9rda,furious,طالعا ليه لقردا
S77a w slam,safe and sound,صحّا و سلام
Lah i3mmerha dar,courteous,الله إعمّرها دار
lah i3mmrha dar,he's a good man,الله إعمّرها دار
7bb o tben,the whole ball of wax,حبّ أُ تبن
Tal3a lia l9rda,I'm angry,طالعا ليا لقردا
Allah i3Tina wj8ek,aren't you embarrassed,الله إعطينا وجهك
Li zreb t3eTel,Hurrying up too much can make you late,لي زرب تعطل
Li fat mat,The past is dead,لي فات مات
gleb stta ts3oud,Change the subject,ڭلب ستّا تسعود
Dar l3ssa frweyda,Throws a wrench into the works,ضار لعسّا فرويدا
Lah i3Tik matakol,shame on you,الله إعطيك ماتاكول
miraran wa tikraran,frequently,ميراران وا تيكراران
o sb3 9sam,thirty five past,أُ سبع قسام
o sbaa qsam,thirty five past,أُ سبا قسام
o sba3 9sam,thirty five past,أُ سباع قسام
kimma kan l7al,anyway,كيمّا كان لحال
kima kan l7al,anyway,كيما كان لحال
lah is3d lmasa,good night,الله إسعد لماسا
lah is3ed lmasa,good night,الله إسعد لماسا
fiya l7asasiyya dyal...,i am allergic to...,فييا لحاساسييّا ديال...
3afak jib li...,please bring me...,عافاك جيب لي...
wash nta mzwj?,are you married?,واسه نتا مزوج?
wash nti mzwja?,are you married?,واسه نتي مزوجا?
ana mzwj  mzwja,i am married,أنا مزوج مزوجا
hna zwin bzzaf,it is very beautiful here,هنا زوين بزّاف
s5on had lyom,it is hot today,سخون هاد ليوم
bard l7al lyom,it is cold today,بارد لحال ليوم
kayna shta 5edda,it will rain tomorrow,كاينا سهتا خدّا
3tini kilo dyal...,give me a kilo of...,عتيني كيلو ديال...
n9es shwiya 3afak,remove a little bit,نقس سهوييا عافاك
wash n9dr njrbo?,can i try it on?,واسه نقدر نجربو?
bghit nshri hada,i want to buy this,بغيت نسهري هادا
bghit nshri tnabr,i want to buy stamps,بغيت نسهري تنابر
khask tsqi jarda,you need to water the garden,خاسك تسقي جاردا
wash n3awnkom ?,can i help you?,واسه نعاونكوم ?
wach nta tourist?,are you a tourist?,واش نتا توريست?
wach nti tourist?,are you a tourist?,واش نتي توريست?
bghit n5sl snani,i want to brush my teeth,بغيت نخسل سناني
bghit nmchi l7emmam,i want to go to the hammam,بغيت نمشي لحمّام
bghit nbdel 7wayji,i want to change my clothes,بغيت نبدل حوايجي
bġit nsbbn 7wayji,i want to do laundry,بġيت نسبّن حوايجي
bghit nrta7 shwiya,i want to rest a bit,بغيت نرتاح سهوييا
bghit nmchi l,i want to go to,بغيت نمشي ل
ddini l  3afak,take me to  please,الديني ل عافاك
w9ef hna 3afak,"stop here, please",وقف هنا عافاك
wech lkuntur 5eddam?,is the meter on?,وش لكونتور خدّام?
5eddm lkuntur 3afak,"turn on the meter, please",خدّم لكونتور عافاك
lla ybark fik,may god grant you grace,اللا يبارك فيك
wach 3ndk serf?,do you have change?,واش عندك سرف?
ch7al dl5out 3ndek?,how many siblings do you have?,شحال دلخوت عندك?
5ti lkbira oustada,my older sister is a teacher,ختي لكبيرا وستادا
wach smitak 3awtani?,what's your name again?,واش سميتاك عاوتاني?
ma3erni kleet lsandwich,i've never eaten hamburger,ماعرني كليت لساندويش
ma3emru tkllm l3rbiya,he has never spoken arabic,ماعمرو تكلّم لعربييا
ach kadir hna?,what are you doing here?,أش كادير هنا?
ach kadiri hna?,what are you doing here?,أش كاديري هنا?
ana f 3otla,i am on holiday,أنا ف عوتلا
hna f 3otla,we are on holiday,هنا ف عوتلا
fin na9dar ntkonikta?',where could i get an internet connection?,فين ناقدار نتكونيكتا?'
imta jiti lahna?,when did you get here?,إمتا جيتي لاهنا?
ghadi namchi 5adda,i'm leaving tomorrow,غادي نامشي خادّا
sba7 m3a tmanya,"morning, at eight o'clock",سباح معا تمانيا
ghadia l ma7atta,i'm going to the train station,غاديا ل ماحاتّا
dini hna 3afak,"take me there, please",ديني هنا عافاك
sir 3la liman,you go right,سير علا ليمان
sir 3la lisar,you go left,سير علا ليسار
3andak l3a2ila hna?,do you have family here?,عانداك لعاإلا هنا?
kanb5i bladkom bazzaf,i really like your country,كانبخي بلادكوم بازّاف
kan7as brasi mazyan,i feel great here,كانحاس براسي مازيان
maba5ich nakhroj lyoum,i don't want to go out tonight,ماباخيش ناخروج ليوم
bghit ndir riyada?,would you like to do some sport?,بغيت ندير رييادا?
"ah, ba5i nerta7","yes, i need to relax","أه, باخي نرتاح"
tachrab chi 7aja?,would you like to have a drink?,تاشراب شي حاجا?
fin n9adrou naklou?,where can we eat?,فين نقادرو ناكلو?
fin n9adrou net5adaw?,where can we have lunch?,فين نقادرو نتخاداو?
ghadi na5oud l7out,i'll have fish,غادي ناخود لحوت
ghadi netlakaw 9rib,we will see each other soon,غادي نتلاكاو قريب
tiki lmdina 3afak?,"a ticket for the city, please",تيكي لمدينا عافاك?
bghiti ghorfa mozdawaja?,do you wish to have a twin room?,بغيتي غورفا موزداواجا?
"choukran, lbit mazian","thank you, the room is very nice","شوكران, لبيت مازيان"
"ghalya 3liya, choukran","it's a bit too much for me, thank you","غاليا علييا, شوكران"
fi taba9 lawal,it is on the first floor,في تاباق لاوال
fin kayna lmasbana?,"where is the laundry room, please?",فين كاينا لماسبانا?
kayen ftaba9 safli,it is on the ground floor,كاين فتاباق سافلي
la pissin s5oun,the swimming pool is heated,لا پيسّين سخون
fin na9dar nsarraf?,where can i get some change?,فين ناقدار نسارّاف?
"ah, hahiya hna","yes, she's here","أه, هاهييا هنا"
hiya fel 5adma,she is at work,هييا فل خادما
howa fel 5adma,he is at work,هووا فل خادما
howa f darou,he is at home,هووا ف دارو
la machi 5atar,"no, it is not dangerous",لا ماشي خاتار
ljaw ghadi yatbadal,the weather is going to change,لجاو غادي ياتبادال
5adya ti7 chta,it is going to rain,خاديا تيح شتا
5adya tkoun chamch,t will be sunny,خاديا تكون شامش
5aykoun ri7 bzzaf,it will be very windy,خايكون ريح بزّاف
ach hab l5ater?,what would you like?,أش هاب لخاتر?
twadrou liya laoura9,i lost my papers,توادرو لييا لاوراق
tsar9ou liya laoura9,my papers have been stolen,تسارقو لييا لاوراق
kaydo99 wigoul chkoun,he knocks and says who is there,كايدوقّ ويڭول شكون
walaw tart m3za,when pigs fly,والاو تارت معزا
sdd tl9a mat7ell,lock so that you can find what to unlock,سدّ تلقا ماتحلّ
lli 5af nja,he who fears survives,اللي خاف نجا
ssadi9 we9t ddi9,a friend in need is a friend indeed,الساديق وقت الديق
5irha f 5irha,better luck next time,خيرها ف خيرها
9erer y3ich l7ayat,he decided to enjoy his life,قرر يعيش لحايات
ljew zwin lyouma,the weather is good today,لجو زوين ليوما
7na ghadin lb7er,we are going to the beach,حنا غادين لبحر
chrit 7wyaj jadad,i bought new clothes,شريت حوياج جاداد
had l2oughniya zwina,this song is beautiful,هاد لأوغنييا زوينا
makanfhmech had lougha,i dont understand this language,ماكانفهمش هاد لوغا
drebni lberd fsayf,i caught cold this summer,دربني لبرد فسايف
l9it l9awha sada,i found the cafe closed,لقيت لقاوها سادا
ghanjreb 9ahwa jdida,i am going to try a new cafe,غانجرب قاهوا جديدا
5ansafer simana jaya,i will travel next week,خانسافر سيمانا جايا
lbar7 mchit lconcert,i went to a concert yesterday,لبارح مشيت لكونسرت
5ass nchrb dwa,i need to take medicine,خاسّ نشرب دوا
ma3jbnich had lftour,i'm not enjoying this breakfast,ماعجبنيش هاد لفتور
anmchi nchouf jedati,i'm visiting my grandmother,أنمشي نشوف جداتي
jbt awel no9ta,i got the highest score,جبت أول نوقتا
ljtima3 daz mzyan,the meeting went good,لجتيماع داز مزيان
5assni nmchi l5edma,i need to leave for work,خاسّني نمشي لخدما
chrit camera jdida,i bought a new camera,شريت كامرا جديدا
kantfrj f film,i'm watching a movie,كانتفرج ف فيلم
khassni ndir khdmti,i need to do my homework,خاسّني ندير خدمتي
t9dr dwi m3aya,you can talk to me,تقدر دوي معايا
an3rfk 3la walidia,i'll introduce you to my parents,أنعرفك علا واليديا
a5iran kmlt khdmti,my work is finally done,أخيران كملت خدمتي
sba3i derouni blktaba,my fingers are hurting from writing,سباعي دروني بلكتابا
anrebi had lmchicha,i'm adopting this cat,أنربي هاد لمشيشا
drt s7ab jdad,i made some new friends,درت سحاب جداد
anmchi nchouf njoum,i'll go stargazing,أنمشي نشوف نجوم
anchef ch3ri daba,i'm going to dry my hair,أنشف شعري دابا
5assni n3ss daba,i need to sleep now,خاسّني نعسّ دابا
anmchi l bureau,i'm heading to my office,أنمشي ل بورو
5dit lyouma congé,i'm having a day off,خديت ليوما كونڭé
5ass n7ssn l7ya,i need to shave my beard,خاسّ نحسّن لحيا
5an5rj klb diali,i will go walk my dog,خانخرج كلب ديالي
5ass njm3 dar,the house needs some cleaning,خاسّ نجمع دار
3mri n3awed hadche,i'm never doing this again,عمري نعاود هادش
sa7bi kibi3 lmanet,my friend sells blankets,ساحبي كيبيع لمانت
bedelt ra2y diali,i changed my mind,بدلت راإي ديالي
ma3jbnich had atay,i don't like this tea,ماعجبنيش هاد أتاي
anb3d 3la l7lawa,i'm cutting down on sweets,أنبعد علا لحلاوا
mama machi mghribia,my mum is not moroccan,ماما ماشي مغريبيا
kantsalek alf derham,i owe you 1000dh,كانتسالك ألف درهام
kan7ma9 3la dela7,i love watermelons,كانحماق علا دلاح
had lmandar wa3r,the view is breathtaking,هاد لماندار واعر
jat f chouka,it's on the corner,جات ف شوكا
dor 3la lisser,turn left,دور علا ليسّر
dor 3la limen,turn right,دور علا ليمن
ched had tri9,take this road,شد هاد تريق
"kanfedel man9blch, choukran","i'd rather not, thanks","كانفدل مانقبلش, شوكران"
hadche ma5edamch lia,that's not going to work for me,هادش ماخدامش ليا
makrehtch walakin man9drch,"i want to, but i'm unable to",ماكرهتش والاكين مانقدرش
machi blan lia,it is not a good idea for me,ماشي بلان ليا
dima kanfeker fik,all i do is think of you,ديما كانفكر فيك
ana maftoun bik,i'm infatuated with you,أنا مافتون بيك
t7ti lia fbali,you crossed my mind,تحتي ليا فبالي
twe7echt de7ka dialk,i miss your laugh,توحشت دحكا ديالك
n9dr nkhroj ?,can i go out?,نقدر نخروج ?
sm7 lia t3tlt,sorry for being late,سمح ليا تعتلت
n9dr ndkhol ?,can i come in?,نقدر ندخول ?
sm7 lia masm3tkch,i am sorry i did not hear,سمح ليا ماسمعتكش
achmn ktab ?,which book?,أشمن كتاب ?
fayt drt hadche,i have done this,فايت درت هادش
3ndek lfraise ?,do you have any strawberry?,عندك لفرايس ?
bch7al hadche ?,how much is this?,بشحال هادش ?
ma3ndkoumch mar5ess ?,do you have something less pricey (expensive)?,ماعندكومش مارخسّ ?
5assni n3tader 3la...,i must apologize for...,خاسّني نعتادر علا...
ana li 5let,that's my fault,أنا لي خلت
an9lb 3la hadche,let me check on that,أنقلب علا هادش
makanch b idik,you couldn't help it,ماكانش ب إديك
madirch f balek,don't worry about it,ماديرش ف بالك
hanya machi mouchkl,it's ok,هانيا ماشي موشكل
machi darore ...,no need to...,ماشي دارور ...
safi nsa kantfehem,never mind i quite understand,سافي نسا كانتفهم
wa7ed l7aja a5ra,i have something else,واحد لحاجا أخرا
ma3endi mandir la,unfortunately not,ماعندي ماندير لا
bayn liya man9derch,i'm afraid i can't,باين لييا مانقدرش
momkin lmra jaya,maybe next time,مومكين لمرا جايا
kantmna t5dem liya,i wish i could make it work,كانتمنا تخدم لييا
3id milad sa3id,i wish you a wonderful birthday!,عيد ميلاد ساعيد
ljomhour 3ejbou lfilm,the audience enjoyed the movie,لجومهور عجبو لفيلم
lbger ki3tiwna l7lib,cows give us milk,لبڭر كيعتيونا لحليب
nass kat3jebhom chicago,people love chicago,ناسّ كاتعجبهوم شيكاڭو
5tar li 3jbek,you may choose whatever you like,ختار لي عجبك
zedt sitou lktab,i added his name to the book,زدت سيتو لكتاب
hbet lte7t 3endi,come on down!,هبت لتحت عندي
wa ch7al mkle5,how big of an idiot are you?,وا شحال مكلخ
b5a ynjer 9alamou,he needs to sharpen his pencil,بخا ينجر قالامو
n9edrou nswebou lglace,we can make ice cream,نقدرو نسوبو لڭلاس
wach kay3jbouk l7ayawanat,do you like animals?,واش كايعجبوك لحاياوانات
rah sa7bi fl9isem,he is my classmate,راه ساحبي فلقيسم
kay7sabou rah zwin,he thinks he is very handsome,كايحسابو راه زوين
3endi wa7d lista,i've got a list,عندي واحد ليستا
l7oub kayrje3na 3emyin,love turns us blind,لحوب كايرجعنا عميين
lmchach lmche3rin kay5el3ouni,hairless cats scare me,لمشاش لمشعرين كايخلعوني
ra kiysfer ftonobilto,he is whistling at the car,را كييسفر فتونوبيلتو
3ytou 3liya lcoumissariat,i was called into the police station,عيتو علييا لكوميسّاريات
hahowa ja tobiss,there comes a bus,هاهووا جا توبيسّ
makaygoulch l7a9i9a kamla,he's not telling the whole truth,ماكايڭولش لحاقيقا كاملا
bghit n5rej che3ri,i want to pull my hair out,بغيت نخرج شعري
chafou chi zarafat,they saw giraffes,شافو شي زارافات
john mcha lma7al,john went to the store,جوهن مشا لماحال
had fikra msiana,that is a great idea,هاد فيكرا مسيانا
lcouzina 5assha t3awed,the kitchen required updating,لكوزينا خاسّها تعاود
saknin fdar zwina,they live in a beautiful house,ساكنين فدار زوينا
3fak mat9isch hadik,please don't touch that!,عفاك ماتقيسش هاديك
bit snan beydin,i want white teeth,بيت سنان بيدين
lyouma har zwin,today is a great day,ليوما هار زوين
rah 5ayf 3lik,he is worried about you,راه خايف عليك
t5el3at m3a zelzal,she was scared by the earthquake,تخلعات معا زلزال
tom kan m2ezem,tom had big money problems,توم كان مءزم
ch7al t5ater ta5ayt3etel,i bet he'll be late,شحال تخاتر تاخايتعتل
hadchi li kayn,it is what it is,هادشي لي كاين
9rib 5anbda n5dem,i am starting work soon,قريب خانبدا نخدم
kan9eleb 3la lbe3wid,i am looking for some pears,كانقلب علا لبعويد
3endi magoul lik,i have something to tell you,عندي ماڭول ليك
5ir zher hada,that was a stroke of luck,خير زهر هادا
3edna 7anout kbir,we have a large supermarket,عدنا حانوت كبير
had lma7al 7ssen,this shop is much nicer,هاد لماحال حسّن
kayn chi jadid,what's new?,كاين شي جاديد
hada machi 9alam,that is not a pencil,هادا ماشي قالام
l7efla 5adar flmadrassa,the party takes place in a school,لحفلا خادار فلمادراسّا
kay3jebni n9ra ktouba,i love to read books,كايعجبني نقرا كتوبا
lnjoum kaybriw fsma,the stars twinkled in the sky,لنجوم كايبريو فسما
l9amar dewa tri9,the moonlight illuminated the path,لقامار دوا تريق
lalarm sonat bjehd,the alarm clock rang loudly,لالارم سونات بجهد
7ssat bremla s5ouna,the sand felt warm beneath her feet,حسّات برملا سخونا
l5ouroub hna wa3er,the sunsets here are always breathtaking,لخوروب هنا واعر
lklab s5ar zwiwnin,the newborn puppies were adorable,لكلاب سخار زويونين
l9enboul dewa sma,the fireworks lit up the sky,لقنبول دوا سما
riyada kat3elemk tltazem,sports teaches discipline,رييادا كاتعلمك تلتازم
kijak ljew lyouma?,what's your take on the current weather?,كيجاك لجو ليوما?
kidewezti lweekend ?,how was your weekend?,كيدوزتي لويكند ?
ki3ejbek t5yem ?,do you like camping?,كيعجبك تخيم ?
kifach katb9a ijabi?,how do you stay positive?,كيفاش كاتبقا إجابي?
kifach katb9a mrekez?,how do you stay focused?,كيفاش كاتبقا مركز?
ki3ejbek chti7 ?,are you a fan of dance?,كيعجبك شتيح ?
tbghi  tyeb ls7abek?,do you like cooking for friends?,تبغي تيب لسحابك?
ki3ejbouk lktouba tari5iyin?,are you a fan of historical movies?,كيعجبوك لكتوبا تاريخييين?
kay3ejbek tchte7 ?,do you like to dance?,كايعجبك تشتح ?
sma safya lyouma,the sky is clear today,سما سافيا ليوما
kay3jebha tl3eb lguitar,she loves playing the guitar,كايعجبها تلعب لڭويتار
l9ehwa s5ouna bezzaf,the coffee is too hot,لقهوا سخونا بزّاف
labssa kesswa zer9a,she's wearing a blue dress,لابسّا كسّوا زرقا
kay3ejbou y3oum flb7er,he enjoys swimming in the ocean,كايعجبو يعوم فلبحر
katyeb cookies flcouzina,she's baking cookies in the kitchen,كاتيب كوكيس فلكوزينا
mt7emess l3id miladou,he's excited for his birthday,متحمسّ لعيد ميلادو
lkelb tabe3 dilou,the dog is chasing its tail,لكلب تابع ديلو
kadereb lwa7ed lmarathon,she's training for a marathon,كادرب لواحد لماراتهون
kay5ress werd fljarda,they're planting flowers in the garden,كايخرسّ ورد فلجاردا
kaykteb wa7ed rissala,he's writing a letter,كايكتب واحد ريسّالا
kane9i lmariyou diali,i'm cleaning out my closet,كانقي لمارييو ديالي
kat5eyet wa7d lkeswa,she's sewing a dress,كاتخيت واحد لكسوا
bagha n5rej lparc,i'm going for a run in the park,باغا نخرج لپارك
kadir lyoga fjarda,she's practicing yoga in the garden,كادير ليوڭا فجاردا
kayseweb wa7d tonobil,he's working on a car repair,كايسوب واحد تونوبيل
chta kat5bet fchrajem,the rain is tapping on the windows,شتا كاتخبت فشراجم
5aymchi ysog motor,he's going for a bike ride,خايمشي يسوڭ موتور
5aymchi yseyed flwad,he's going fishing by the lake,خايمشي يسيد فلواد
njoum kibanou fsma,the stars are visible in the night sky,نجوم كيبانو فسما
kay3ejbo yl3eb kora,he loves playing soccer,كايعجبو يلعب كورا
5ayzourou 7adi9at l7ayawanat,they're visiting a zoo,خايزورو حاديقات لحاياوانات
5aymchiw lwa7ed l3erss,they're attending a wedding,خايمشيو لواحد لعرسّ
la3bin cache cache,he's playing hide and seek,لاعبين كاش كاش
m3amen katsken ?,who do you live with?,معامن كاتسكن ?
fin kbrti ?,where did you grow up?,فين كبرتي ?
kanden kaynin fclouzina,i think they're in the kitchen,كاندن كاينين فكلوزينا
jahez lweekend ?,ready for the weekend?,جاهز لويكند ?
darori 5assni nerta7,"absolutely, i need a break",داروري خاسّني نرتاح
nawi ndir lyoga,i'm considering taking up yoga,ناوي ندير ليوڭا
zadouni grade fl5edma,i got a promotion at work!,زادوني ڭراد فلخدما
mou2a5aran ljew m5erbe9,the weather's been so unpredictable lately,موأخاران لجو مخربق
bayna kikat cheklat,definitely chocolate cake,باينا كيكات شكلات
ma3rftch achno ncommandi,i can't decide what to order,ماعرفتش أشنو نكومّاندي
kandreb lwa7ed lmarathon,i'm training for a marathon,كاندرب لواحد لماراتهون
jri kayteleb liya9a,running requires stamina,جري كايتلب ليياقا
kay3jbni lpuzzles oul7ejayat,i enjoy solving puzzles and riddles,كايعجبني لپوزّلس ولحجايات
ma3emerek majrebti tswar,have you tried photography?,ماعمرك ماجربتي تسوار
kanden 5aykoun 5alat,i think it might be marked incorrectly,كاندن خايكون خالات
nder n5less bcarta,can i pay with a credit card for this transaction?,ندر نخلسّ بكارتا
nit bjouj nrta7ou,we both could use a little break,نيت بجوج نرتاحو
kaynin bezzaf mayt5tar,there are so many to choose from,كاينين بزّاف مايتختار
lfer9a t9atlat lyouma,the team really pulled together today,لفرقا تقاتلات ليوما
5demtna mada3tch lina,our work paid off,خدمتنا ماداعتش لينا
b9ina chadin lpossession,we maintained possession well,بقينا شادين لپوسّسّيون
difa3 b9a mnedem,our defense stayed organized,ديفاع بقا مندم
9derna nt7ekmou lmilieu,we managed to control the midfield battles,قدرنا نتحكمو لميليو
7bessna chi passat,we intercepted some passes,حبسّنا شي پاسّات
darori kifach 5ansah,"of course, how could i forget?",داروري كيفاش خانساه
7essit brassi 7ssen,i felt so refreshed and alive,حسّيت براسّي حسّن
d5elni m3ak fiha,count me in!,دخلني معاك فيها
kigoulou 3lih msian,i've heard great things about it,كيڭولو عليه مسيان
nari man9derch ntsena,i can't wait,ناري مانقدرش نتسنا
