darija,eng,darija_ar
yallah drbt wahd n3ssa,i just took a nap,يالّاه دربت واهد نعسّا
yallah f9t mn n3ass,i just woke up,يالّاه فقت من نعاسّ
3ad rkht f tonobil,i just got in the car,عاد رخت ف تونوبيل
3ndi chella maydar lyouma,i have a lot of things to do today,عندي شلّا مايدار ليوما
3ad mchit 3nd l7la9,i just went to the hairdresser,عاد مشيت عند لحلاق
fr9ti rb7at had lmatch,my favorite team won the match,فرقتي ربحات هاد لماتش
anl3b basket m3a s7abi,i'm playing basketball with my friends,أنلعب باسكت معا سحابي
anmchi n9di chi aghrad,i'll go run some  errands,أنمشي نقدي شي أغراد
had lboita t9ila bezzaf,this box is so heavy,هاد لبوتا تقيلا بزّاف
5ass nkml had lktab,i have to finish reading this book,خاسّ نكمل هاد لكتاب
bghit nchrb atay mne3ne3,i want to drink some mint tea,بغيت نشرب أتاي منعنع
5assni njm3 balisat diali,i need to pack  my luggage,خاسّني نجمع باليسات ديالي
ch7al mouskha had tabla,this table is so dirty,شحال موسخا هاد تابلا
malk 3la had zrba,why are you in such a hurry,مالك علا هاد زربا
cheta 5it mn sema\,it's pouring outside,شتا خيت من سما\
bghit ndwzou w9ita zwina,i want to have some fun with you,بغيت ندوزو وقيتا زوينا
safi an9t3 l garro,i am resolved to give up smoking,سافي أنقتع ل ڭارّو
lyouma ana fr7an bezzaf,i'm so happy today,ليوما أنا فرحان بزّاف
7el m3ak lbab 3afak,can you open the door please?,حل معاك لباب عافاك
jedatha 3tatha had lbracelet,her grandmother gave her the bracelet,جداتها عتاتها هاد لبراسلت
mnin ndouz lmktaba ?,how do i get to library?,منين ندوز لمكتابا ?
kan9lb 3la had ladrissa,i'm looking for this address,كانقلب علا هاد لادريسّا
ja 3la lisser dialk,it's on your left,جا علا ليسّر ديالك
ja 3la limen dialk,it's on your right,جا علا ليمن ديالك
nta/nti katjib lfr7a l7yati,you bring joy to my life,نتا/نتي كاتجيب لفرحا لحياتي
ki3jbni fach kankoun m3ak,i love being around you,كيعجبني فاش كانكون معاك
bla bik kankoun 7azin,i feel sad without you,بلا بيك كانكون حازين
ga3 afkari 3amrin bik,you occupy my thoughts,ڭاع أفكاري عامرين بيك
nta/nti koulchi bnisba lia,you're everything to me,نتا/نتي كولشي بنيسبا ليا
kan7ma9 ou ntseta 3lik,i'm head over heels for you,كانحماق و نتستا عليك
n9dr ntfi do ?,can i switch off the lights?,نقدر نتفي دو ?
n9dr n7el chrjem ?,can i open the window?,نقدر نحل شرجم ?
n9dr nsed chjem ?,may i close the window?,نقدر نسد شجم ?
n9dr n7ol rideau ?,can i pull up the blinds?,نقدر نحول ريدو ?
n9dr nsed rideau ?,can i pulldown the blinds?,نقدر نسد ريدو ?
imkn lia n5roj ?,may i go out please?,إمكن ليا نخروج ?
wach hadche s7i7 ?,is this right?,واش هادش سحيح ?
wach hadche m9ad ?,is this correct?,واش هادش مقاد ?
imta aykoun lmti7an ?,when is the exam?,إمتا أيكون لمتيحان ?
ma3ndkch 9yass sgher ?,do you have a smaller size?,ماعندكش قياسّ سغر ?
fin n9dr nbedel/n9yess ?,where is the changing room?,فين نقدر نبدل/نقيسّ ?
t9dr t3awni 3afak ?,could you help me please?,تقدر تعاوني عافاك ?
3afak sm7 lia 3la...,"please, forgive me for my...",عافاك سمح ليا علا...
3afak matb9ach m9ele9 3lia,please don't be mad at me,عافاك ماتبقاش مقلق عليا
kna3tader 3la chnou glt,i'm really sorry about what i said,كناعتادر علا شنو ڭلت
kantmena tsm7 lia 3la...,i hope you'll forgive me for...,كانتمنا تسمح ليا علا...
soual mzyan walakin ma3rftch,"that's a good question, but i don't know",سوال مزيان والاكين ماعرفتش
an3awed nt2ked ou ngoulek,i'ii double check and let you know,أنعاود نتءكد و نڭولك
"machi liya lsa7bi, chokran","not for me my friend, thanks","ماشي لييا لساحبي, شوكران"
mat3ref chi mra a5ra,maybe another time,ماتعرف شي مرا أخرا
sme7 liya 3endi maydar,i'm sorry i'm busy,سمح لييا عندي مايدار
ma5ay5demch liya had lblan,that's not going to work for me,ماخايخدمش لييا هاد لبلان
lbouliss chedou cheffara lbare7,the police caught the robbers yesterday,لبوليسّ شدو شفّارا لبارح
lcliane 5less miytin dollar,the customer is paying two hundred dollars,لكليان خلسّ مييتين دولّار
tlamed 3taw cadeau loustadthom,the students sent a present to their teacher,تلامد عتاو كادو لوستادتهوم
ljardinier 3tani chi werdat,the gardener handed some flowers to me,لجاردينير عتاني شي وردات
naja7 dialo fre7 walidih,his success made his parents happy,ناجاح ديالو فرح واليديه
lfamila dwezta l3otla flondon,our family spent the holiday in london,لفاميلا دوزتا لعوتلا فلوندون
hadik tonobila sefra dialo,the yellow car over there belongs to him,هاديك تونوبيلا سفرا ديالو
chkon li 3taha lflouss,who gave her the money?,شكون لي عتاها لفلوسّ
makayn ta wa7d hna,there is nobody here,ماكاين تا واحد هنا
l2oustada ra katsme3hom kaydwiw,the teacher can hear them talking,لأوستادا را كاتسمعهوم كايدويو
chr7at liya dkchi lbare7,she explained it to me yesterday,شرحات لييا دكشي لبارح
sme3t anakom darbtou bjouj,i heard you two had a fight,سمعت أناكوم داربتو بجوج
5antsdem ila w9e3 dkchi,i'd be very surprised if that happened,خانتسدم إلا وقع دكشي
swebt lik wa7d l3assir,i made a juice for you,سوبت ليك واحد لعاسّير
wa dki had dri,he is a smart boy,وا دكي هاد دري
kay3ref linglziya kter meni,he knows english better than i do,كايعرف لينڭلزييا كتر مني
kan7ess brassi b7ala 5an5yeb,i feel like i am going to pass out,كانحسّ براسّي بحالا خانخيب
sagou bmotorathom tal lb7er,they rode their bikes to the beach,ساڭو بموتوراتهوم تال لبحر
n9der n3awen ba hna,i could help dad around here,نقدر نعاون با هنا
makandench 5assek t5rej m3ah,i don't think you should go out with him,ماكاندنش خاسّك تخرج معاه
ana moujoud l5otwa jaya,i am ready for the next step,أنا موجود لخوتوا جايا
sewbou wa7d djaj m9ermech,they made crispy chicken,سوبو واحد دجاج مقرمش
jebt lik wa7d lmoufaja2a,i've got a surprise for you,جبت ليك واحد لموفاجاأ
l7a9i9a 3endi 3echrin 3am,"to be honest, i'm twenty",لحاقيقا عندي عشرين عام
lpanda 5asshom yjiw y3en9ouni,pandas should come hug me,لپاندا خاسّهوم يجيو يعنقوني
kaynin bezaf lwesfat jdad,there are many new recipes,كاينين بزاف لوسفات جداد
kayn mandir bach n3awnkom,is there anything i can do to help?,كاين ماندير باش نعاونكوم
kay3jebni l5yar ou zitoune,i like cucumbers and olives,كايعجبني لخيار و زيتون
5ti yallah jat ldar,my sister just got home,ختي يالّاه جات لدار
5anmchiw sbitar had lila,we are going to the hospital tonight,خانمشيو سبيتار هاد ليلا
mli kayjini jou3 kanakol,"when i am hungry, i eat",ملي كايجيني جوع كاناكول
"matkounch berhouch, 5atmchi lmatch","don't be silly, you're going to the game!","ماتكونش برهوش, خاتمشي لماتش"
wa7f l7ench rbi3 5le3ni,the snake in the grass made me jump,واحف لحنش ربيع خلعني
wa nari 3la ra3d,it was a massive lightning storm,وا ناري علا راعد
3endi bezzaf dial l5edma,i've got too much work to do,عندي بزّاف ديال لخدما
achn lbesti f2a5ir halloween,what did you dress up as last halloween?,أشن لبستي فأخير هالّووين
makayna ta 7aja 5atwe9fna,there is nothing holding us back,ماكاينا تا حاجا خاتوقفنا
l7amdolah 3la had s7ab,i am grateful for my friends,لحامدولاه علا هاد سحاب
ra 5atir tji lhna,you're taking a risk coming here,را خاتير تجي لهنا
w9ef ou ched lkora,stand up and catch that ball!,وقف و شد لكورا
sme3t knti fliste d'attente,i'd heard you were on the waiting list,سمعت كنتي فليست د'اتّنت
wselna llondon had l3chiya,we reached london this afternoon,وسلنا اللوندون هاد لعشييا
raha 7afda new york,she knows new york like the back of her hand,راها حافدا نو يورك
bezaf dial n3ass si7iy,plenty of sleep is healthful,بزاف ديال نعاسّ سيحيي
3lach mzroub daba ?,so what's the big hurry now?,علاش مزروب دابا ?
jdatha 3tatha wa7ed lbracelet,her grandmother gave her the bracelet,جداتها عتاتها واحد لبراسلت
lbess wa7ed lcostume l7efla,he wore a costume to the party,لبسّ واحد لكوستوم لحفلا
ma3emerni mansa had nhar,i will never forget that day,ماعمرني مانسا هاد نهار
ma3emrou kaya3yet m3etel flil,he never calls this late at night,ماعمرو كاياعيت معتل فليل
lahoma nmchi 3la nb9a,i prefer to go rather than to stay,لاهوما نمشي علا نبقا
l2oustada kant m3esba chwiya,the teacher was a little angry,لأوستادا كانت معسبا شوييا
tom mouchaji3 dial baseball,tom is a baseball fan,توم موشاجيع ديال باسبالّ
safi hadchi li kayn,is that it?,سافي هادشي لي كاين
darori kan 5aywe93 hadchi,it's bound to happen eventually,داروري كان خايوقع هادشي
yallah l9it abred m5eda,i just found on thee coolest pillow,يالّاه لقيت أبرد مخدا
wa ch7al kbira darek,what a big house you have!,وا شحال كبيرا دارك
3endek chi tamarin t5erejhom,you have some schoolwork to do,عندك شي تامارين تخرجهوم
keswa katji esenmen jeanat,a skirt can be fancier than jeans,كسوا كاتجي إسنمن جانات
mal trico diali ?,what's wrong with my shirt?,مال تريكو ديالي ?
lmouch b9a tabe3 lfar,the cat chased the mouse,لموش بقا تابع لفار
btasem ou chyer liya,he smiled and waved at me,بتاسم و شير لييا
drari s5ar kayle3bou flparc,the children played joyfully in the park,دراري سخار كايلعبو فلپارك
lwerd tle3 blwan zwinin,the flowers bloomed in vibrant colors,لورد تلع بلوان زوينين
tonobil ksirat fl autorout,the car sped down the highway,تونوبيل كسيرات فل وتوروت
tran sfer mli daz,the train whistled as it passed by,تران سفر ملي داز
l2oustad chre7 lconcept msian,the teacher explained the concept clearly,لأوستاد شرح لكونسپت مسيان
galiha wa7d ssir fwedniha,he whispered a secret in her ear,ڭاليها واحد السير فودنيها
chef 9ad lmakla msian,the chef plated the dish with precision,شف قاد لماكلا مسيان
lfra5 tarou lfo9 fsma,the birds soared high in the sky,لفراخ تارو لفوق فسما
ltelescope wera njoum b3ad,the telescope revealed distant stars,لتلسكوپ ورا نجوم بعاد
syad la7 snartou flma,the fisherman cast his line into the water,سياد لاح سنارتو فلما
lrobot kmel lmouhima dialo,the robot efficiently completed its task,لروبوت كمل لموهيما ديالو
moul lktaba 9ad lktouba,the librarian organized the books,مول لكتابا قاد لكتوبا
lcliane 9eleb lproduit msian,the customer examined the item with a critical eye,لكليان قلب لپرودويت مسيان
taman kan tal3 chwiya,the price tag seemed a bit high,تامان كان تالع شوييا
lbit ja fd9i9a tss3in,the goal came in the dying minutes of the match,لبيت جا فدقيقا تسّعين
difa3 sre3 misyadat tasaloul,the offside trap strategy was successfully executed by the defense,ديفاع سرع ميسيادات تاسالول
riyada kat7afed 3la se7a,sports promotes the overall health,رييادا كاتحافد علا سحا
riyada kat3eyechek 7ayat si7iya,playing sports promotes a healthy lifestyle,رييادا كاتعيشك حايات سيحييا
kayna 2ou5niya lkoula 2i7sas,there's a song for every emotion you could possibly feel,كاينا أوخنييا لكولا إحساس
chti l5barat le5ra ?,did you catch up on the latest news headlines?,شتي لخبارات لخرا ?
wach kay3ejbek lfen ?,are you into art ?,واش كايعجبك لفن ?
kifach kathalla frassek ?,what's your take on self care?,كيفاش كاتهالّا فراسّك ?
chti lfilm la5er ?,did you catch the latest movie?,شتي لفيلم لاخر ?
kidayr ljew lyouma ?,how's the weather today?,كيداير لجو ليوما ?
wach ki3jbek tyeb ?,do you enjoy cooking?,واش كيعجبك تيب ?
kifach katerta7 fdar ?,how do you like to relax at home?,كيفاش كاترتاح فدار ?
ma3emrek maderti lyoga ?,have you ever tried yoga?,ماعمرك مادرتي ليوڭا ?
kifach katb9a motivi ?,how do you stay motivated?,كيفاش كاتبقا موتيڤي ?
ki3jbek temchi lb7er ?,do you like going to the beach?,كيعجبك تمشي لبحر ?
kifach katba sba7atek ?,how do you start your mornings?,كيفاش كاتبا سباحاتك ?
kifach katb9a tnedem ?,how do you stay organized?,كيفاش كاتبقا تندم ?
wach ki3jbek shopping/t9edya ?,are you a fan of shopping?,واش كيعجبك سهوپّينڭ/تقديا ?
achnahiya lhiwaya dialk ?,what's your favorite hobby?,أشناهييا لهيوايا ديالك ?
kay3jbke tmchi lmt7af ?,do you like going to museums?,كايعجبك تمشي لمتحاف ?
kikay3ejbek dwez l3chiya ?,how do you like to spend your evenings?,كيكايعجبك دوز لعشييا ?
wach ki3ejbek tswar ?,are you a fan of photography?,واش كيعجبك تسوار ?
kifach tatjbbed 9bl n3as?,how do you unwind before bed?,كيفاش تاتجبّد قبل نعاس?
kat3jbek social media ?,are you a fan of social media?,كاتعجبك سوكيال مديا ?
kay3ejbek tmchi lmesre7 ?,do you enjoy going to the theater?,كايعجبك تمشي لمسرح ?
kay3ejbek tmchi l7afalat ?,do you like attending parties?,كايعجبك تمشي لحافالات ?
kay3ejbek tmecha ftabi3a ?,are you a fan of nature walks?,كايعجبك تمشا فتابيعا ?
m3amen kat5rej 3adatan ?,with whom do you often go out with ?,معامن كاتخرج عاداتان ?
m3amen kayejbek t5rej ?,with whom do you love going out with?,معامن كايجبك تخرج ?
wach ki3ejbek karaoke ?,are you into karaoke?,واش كيعجبك كاراوك ?
wach kat3ejbek lktaba ?,are you into writing?,واش كاتعجبك لكتابا ?
kifach katb9a minspiri ?,how do you stay inspired?,كيفاش كاتبقا مينسپيري ?
wach kay3ejbek lmesre7 ?,are you a fan of theater?,واش كايعجبك لمسرح ?
ma3emrek masafrti bera ?,have you ever traveled abroad?,ماعمرك ماسافرتي برا ?
kifach katnedem floussek ?,how do you manage your finances?,كيفاش كاتندم فلوسّك ?
wach kay3ejbek l5na ?,are you a music lover?,واش كايعجبك لخنا ?
ki3ejbek tb9a sehran ?,do you enjoy staying up late?,كيعجبك تبقا سهران ?
wach kat3ejbek tabi3a ?,are you a fan of nature?,واش كاتعجبك تابيعا ?
kifach katb9a t3elem ?,how do you keep learning?,كيفاش كاتبقا تعلم ?
ki9ra ktab dial 5li3,he's reading a horror book,كيقرا كتاب ديال خليع
lmouch na3ess 3la sdari,the cat is sleeping on the couch,لموش ناعسّ علا سداري
lktab kayn fo9 tajira,the book is on the shelf,لكتاب كاين فوق تاجيرا
kaywejdou lwa7ed 3amal 5ayri,they're organizing a charity event,كايوجدو لواحد عامال خايري
kayl3eb kora m3a s7abu,he's playing soccer with his friends,كايلعب كورا معا سحابو
kant3elem bach ndir piano,i'm learning to play the piano,كانتعلم باش ندير پيانو
5antferej fwa7ed documentaire flil,i'm watching a documentary tonight,خانتفرج فواحد دوكومنتاير فليل
kat9ra 3la 9bel mti7anatha,she's studying for her exams,كاتقرا علا قبل متيحاناتها
katsweb wa7d site jdid,she's designing a new website,كاتسوب واحد سيت جديد
kay5erssou l5edra fjarda dialhom,they're planting vegetables in their garden,كايخرسّو لخدرا فجاردا ديالهوم
kantfrej fdocumentaire 3la tabi3a,i'm watching a nature documentary,كانتفرج فدوكومنتاير علا تابيعا
katsewer 3la 9bel lalbum,she's making a photo album,كاتسور علا قبل لالبوم
kaybniw wa7d la cage,they're building a birdhouse,كايبنيو واحد لا كاڭ
katdereb 3la chet7at dialha,she's practicing her dance moves,كاتدرب علا شتحات ديالها
kayt3elem wa7ed lou5a jdida,he's learning a new language,كايتعلم واحد لوخا جديدا
lwra9i dial chjer kiti7ou,the leaves are falling from the trees,لوراقي ديال شجر كيتيحو
katsweb fdar wa7ed chem3at,she's making homemade candles,كاتسوب فدار واحد شمعات
kikatjik lamkla 7ara ?,how do you feel about spicy foods?,كيكاتجيك لامكلا حارا ?
ki3ejbek tyeb bl2a3chab ?,do you enjoy cooking with fresh herbs?,كيعجبك تيب بلأعشاب ?
a7ssen nasi7a jatek ?,what's the best advice you've ever received?,أحسّن ناسيحا جاتك ?
kifach kat3amel m3a lnti9ad,how do you handle criticism ?,كيفاش كاتعامل معا لنتيقاد
5ansre3 lwesfa dial cupcake,i'm going to master the cupcake recipe,خانسرع لوسفا ديال كوپكاك
makrhctch koun knt kanteleporta,i wish i could teleport,ماكرهكتش كون كنت كانتلپورتا
bghit nmchi lb7r lyouma,i wanna go to the beach today,بغيت نمشي لبحر ليوما
kat3jbni l mosi9a lclassikia,i love classical music,كاتعجبني ل موسيقا لكلاسّيكيا
chnou loun lmofadal dialk,what's your favorite color ?,شنو لون لموفادال ديالك
chkoun lbatal dialk ?,who is your hero?,شكون لباتال ديالك ?
3ndk chi wlidat ?,do you have kids?,عندك شي وليدات ?
kifach ki3jbk trini ?,how do you prefer to exercise?,كيفاش كيعجبك تريني ?
mrebi chi 7ayawan ?,do you have any pets?,مربي شي حاياوان ?
ch7al f 3omrek ?,how old are you?,شحال ف عومرك ?
imta 3id miladek ?,when is your birthday?,إمتا عيد ميلادك ?
9tane3t anana sre3na lfen,i'm convinced that we've mastered art,قتانعت أنانا سرعنا لفن
maymkench t9riban wsel sayf,i can't believe it's almost summer,مايمكنش تقريبان وسل سايف
tferjeti flmatch lbare7 ?,did you catch the game last night?,تفرجتي فلماتش لبارح ?
lktab li kan9rah nadi,the book i'm reading is so intriguing,لكتاب لي كانقراه نادي
jrebt wesfa jdida l3cha,i tried a new recipe for dinner,جربت وسفا جديدا لعشا
msian achno smitha ?,that's wonderful! what's its name?,مسيان أشنو سميتها ?
hcti l5ouroub had sba7,did you see the sunrise this morning?,هكتي لخوروب هاد سباح
ah kan wa3er maymkench,"yeah, it was absolutely stunning",أه كان واعر مايمكنش
maymkench ra wslena ljme3a,i can't believe it's already friday,مايمكنش را وسلنا لجمعا
tferjeti documentaire labre7 ?,did you catch that documentary last night?,تفرجتي دوكومنتاير لابرح ?
ah kan moufid chwiya,"yeah, it was quite informative",أه كان موفيد شوييا
bayn liya 5ant3elem tswar,i'm thinking of taking up photography,باين لييا خانتعلم تسوار
mebrouk 5bar zwina hadi,"congratulations, that's fantastic news!",مبروك خبار زوينا هادي
bayna kay3jebni lb7er kter,i'm definitely more of a beach person,باينا كايعجبني لبحر كتر
3aref lmo5aniyin mchhourin bezzaf,"i know, the band is so popular",عارف لموخانييين مشهورين بزّاف
achnahowa a5ir ktab 9ritih,what's the last book you read?,أشناهووا أخير كتاب قريتيه
kay3jebni ntfrej fles documentaires,i love watching documentaries,كايعجبني نتفرج فلس دوكومنتايرس
kay3jebni dkchi dial lafad2,i love astronomy,كايعجبني دكشي ديال لافادء
tferjti fseriyat jdad ?,did you watch that new series?,تفرجتي فسرييات جداد ?
achnahowa a7ssen dessert 3endek,what's your favorite dessert?,أشناهووا أحسّن دسّرت عندك
sme3ti blmet7ef jdid ?,did you hear about the new museum?,سمعتي بلمتحف جديد ?
ma3emrek masaferti l2oropa ?,have you traveled to europe?,ماعمرك ماسافرتي لأروپا ?
ana mtewe3 fmalja2 l7ayawanat,i'm volunteering at the animal shelter,أنا متوع فمالجاء لحاياوانات
msian k7wayawanat kayb5iw l7anan,"that's heartwarming, animals need love",مسيان كحواياوانات كايبخيو لحانان
kan7awl nakel dkchi si7iy,i'm trying to eat healthier,كانحاول ناكل دكشي سيحيي
sbagha is lhiwaya diali,i'm taking up painting as a hobby,سباغا إس لهيوايا ديالي
isla7 dial dyour zwin,home improvement projects are fun,إسلاح ديال ديور زوين
katy3jbouni hadouk lktouba l9dam,i'm a fan of classic literature,كاتيعجبوني هادوك لكتوبا لقدام
kantt3elem lou5a jdida finternet,i'm learning a new language online,كانتّعلم لوخا جديدا فينترنت
mblani lpicnic had lweekendy?,i'm planning a picnic this weekend,مبلاني لپيكنيك هاد لويكندي?
n9dar na5oud lfactoura ?,is it possible to get a receipt for this purchase?,نقدار ناخود لفاكتورا ?
kanden 5assou ykoun msoldi,i believe it should be on discount,كاندن خاسّو يكون مسولدي
3elmatna bezzaf dial l7wayj,it taught us many things,علماتنا بزّاف ديال لحوايج
yallah ndiro picnic flb7er,let's have a picnic at the beach,يالّاه نديرو پيكنيك فلبحر
ou nchoufou l5ouroub mjmou3in,and watch the sunset together,و نشوفو لخوروب مجموعين
achnahiya akter 7aja katfer7ek,what do you find most fulfilling about representing your club on the field?,أشناهييا أكتر حاجا كاتفرحك
difa3 dialhom kan nadi,the opponent's defense was solid,ديفاع ديالهوم كان نادي
b9ina kantsenaw l5asm y5let,we capitalized on the opponent's mistakes,بقينا كانتسناو لخاسم يخلت
kan 5assna nb9aw mltazmin,we had to stay disciplined in marking,كان خاسّنا نبقاو ملتازمين
tla9in m3a 5asm 9ase7,we faced a tough opponent,تلاقين معا خاسم قاسح
tgoul b7ala lwe9t w9ef,it was like time had slowed down,تڭول بحالا لوقت وقف
momkin jerbou ndiro layak,maybe we can try kayaking,مومكين جربو نديرو لاياك
ghatkoun bdaya jdida lweekend,it'll be a great start to the weekend,غاتكون بدايا جديدا لويكند
ama wa7ed tiramisu 5lass,and i've heard their tiramisu is to die for,أما واحد تيراميسو خلاسّ
nass kigoulou 3lih wa3er,it's been getting rave reviews,ناسّ كيڭولو عليه واعر
mouda hadi mamchina cinema,it's been ages since we went to the cinema,مودا هادي مامشينا سينما
