darija,eng,darija_ar
"wakha hkak, 3andi bazaf dyal lma.","I have a lot of water, though.","واخا هكاك, عاندي بازاف ديال لما."
wach haz m3ak tilifon dyalk?,Do you have your phone with you?,واش هاز معاك تيليفون ديالك?
ana dad 2afkar dyal Google o ay ma3had akhor kaystakhdamna bach i7sal 3la bzaf dyal lm3lomat!,I'm idealogically opposed to Google and any other institute trying to use us to get more data!,أنا داد أفكار ديال ڭوڭل أُ أي ماعهاد أخور كايستاخدامنا باش إحسال علا بزاف ديال لمعلومات!
imkan lina ndoro bla tachi hadaf ontmnnaw nl9aw tri9 bach nrj3o.,We could just wander aimlessly and hope we find our way back.,إمكان لينا ندورو بلا تاشي هاداف أُنتمنّاو نلقاو تريق باش نرجعو.
3ndi miknasa kahraba2ia katkhddm had ti9nia bach tn99i ddar!,I have a vacuum cleaner that uses that very technique to clean the flat!,عندي ميكناسا كاهراباإا كاتخدّم هاد تيقنيا باش تنقّي الدار!
makanch khasna nb33do 3la tri9 ga3.,We should never have left the roads.,ماكانش خاسنا نبعّدو علا تريق ڭاع.
"zid 3liha, kanDn bli hadchi hwa li kayjbd l7asasia dyali.","Besides, I think that's what triggers an allergic reaction.","زيد عليها, كانضن بلي هادشي هوا لي كايجبد لحاساسيا ديالي."
ola hado homa sta dyal l7lawi sghira blfosta9 ali khditha man snack.,Or these are the six little pistachio macaroons you took from the snack bar.,أُلا هادو هوما ستا ديال لحلاوي سغيرا بلفوستاق ألي خديتها مان سناكك.
wach kat3raf kifach twjj8 rassak ghir bmakan chmch?,Do you know how to direct yourself by the position of the sun?,واش كاتعراف كيفاش توجّه راسّاك غير بماكان شمش?
mazal n9dr nkhraj tilifoni onkhdm b Google,I may still pull out my phone and use Google,مازال نقدر نخراج تيليفوني أُنخدم ب ڭوڭل
walakin ala f8mt hadchi ghadi ibda 7asasia jdida!,but if I've understood this is going to start a new allergy attack.!,والاكين ألا فهمت هادشي غادي إبدا حاساسيا جديدا!
imkan lik tkhdam b lkhara2it dyal Google...,You can use Google Maps...,إمكان ليك تخدام ب لخاراإت ديال ڭوڭل...
ikhsar ssansour 3mmro kan lwa9t lmonasib!,An elevator failure is never the time!,إخسار السانسور عمّرو كان لواقت لموناسيب!
flwa9i3 kanfadal ndir l3ard dyali 9damk.,I'd actually rather present my pitch directly to you.,فلواقيع كانفادال ندير لعارد ديالي قدامك.
knt ghadi ngolik bli kan 3lik t9a3ad daba nit.,I was going to suggest that you retired immediately.,كنت غادي نڭوليك بلي كان عليك تقاعاد دابا نيت.
3afak matakhodch hadchi b tari9a ghalat.,Please don't take this the wrong way.,عافاك ماتاخودش هادشي ب تاريقا غالات.
ana makanmchich fhad tri9 lghalta,I'm not taking this the wrong way,أنا ماكانمشيش فهاد تريق لغالتا
walakin makan3rafch kifach nkhrj mn sansour khasr,but I don't know how to pull out of an elevator down,والاكين ماكانعرافش كيفاش نخرج من سانسور خاسر
nta katsna3 okatSmmam lmaSa3id walakin hada kaykhsr kolla nhar,You make and design elevators but this one breaks every day,نتا كاتسناع أُكاتصمّام لماصاعيد والاكين هادا كايخسر كولّا نهار
lbiro dyalna kayn ftaba9 rba3mia okhasni ntla3 droj kolla nhar,Our office is on the four hundredth floor and I have to take the stairs every day,لبيرو ديالنا كاين فتاباق رباعميا أُخاسني نتلاع دروج كولّا نهار
rah hir S7abni wach nta bghiti forSa bach dafa3 3la rask,I just thought you'd like the chance to defend yourself,راه هير صحابني واش نتا بغيتي فورصا باش دافاع علا راسك
kanDn bli nta 3odwani bzaf.,I think you're very aggressive.,كانضن بلي نتا عودواني بزاف.
ola bghiti tastafad mn lmaw9if bach tdwwz wa9t mazyan m3a b3Dyatna obla i3tida2,Or do you want to take advantage of the situation to have a good time together and without aggression?,أُلا بغيتي تاستافاد من لماوقيف باش تدوّز واقت مازيان معا بعضياتنا أُبلا إعتيداء
achmn w9t zwin liknti katfakr fih,What sort of good time did you have in mind?,أشمن وقت زوين ليكنتي كاتفاكر فيه
kan dima 3ndi chi 7aja lnas dyal solta,I have always had a thing for people in authority,كان ديما عندي شي حاجا لناس ديال سولتا
"matfata7, momkin, walakin fblasa day9a bzaf","Open-minded, perhaps, but in a very confined space.","ماتفاتاح, مومكين, والاكين فبلاسا دايقا بزاف"
kanfadl ro7 3anida f faDa2 lmafto7,I'd prefer a stubborn spirit in an open space.,كانفادل روح عانيدا ف فاضاء لمافتوح
imkn nakhdo chi machrob bjoj?,Perhaps we could get a drink together?,إمكن ناخدو شي ماشروب بجوج?
"mohim, kan7as b7ala kayn chi barra f sansour","Well, I feel like there's a bar in the elevator.","موهيم, كانحاس بحالا كاين شي بارّا ف سانسور"
"kandn khask, bSiftk ra2is, dir chi 7aja bch t7bas 9ti3 do","I think you should, as a boss, do something to make these blackouts stop!","كاندن خاسك, بصيفتك راإس, دير شي حاجا بش تحباس قتيع دو"
ana khayf man9darch ndir chi haja kbira,I'm afraid there's very little I can do,أنا خايف مانقدارش ندير شي حاجة كبيرا
"rah hadart m3a lmajlis, walakin homa kaylomo hir ljaw","I've spoken to the council, but they just blame the weather.","راه هادارت معا لماجليس, والاكين هوما كايلومو هير لجاو"
makandnch bila rah mas2ala dyal lw9t.,I don't think it's a matter of time.,ماكاندنش بيلا راه ماسألا ديال لوقت.
"bzaf dyal lflos, wach makadanch","More money, don't you think?","بزاف ديال لفلوس, واش ماكادانش"
"ila kan nniDam 9dim o fat 3lih lw9t, fa hada rah mochkil dyal mowadafin 3ndek, yak?","If the system is old and outdated, it's security issues for your employees, right?","إلا كان النيضام قديم أُ فات عليه لوقت, فا هادا راه موشكيل ديال مووادافين عندك, ياك?"
kaysta7a9 lmlayn dyal dolarat bach ya7mina,It deserves to spend millions of dollars to protect us,كايستاحاق لملاين ديال دولارات باش ياحمينا
3andi ghir chwiya dyal nofoud,I have very little leverage,عاندي غير شوييا ديال نوفود
momkin tan9as mn flos likatchad bach t3awn flkhlaS,Perhaps you could take a pay cut to help pay?,مومكين تانقاس من فلوس ليكاتشاد باش تعاون فلخلاص
"oh, yarbi, nta bssa7 chi 7aja","Oh, my God, you're really something.","أُه, ياربي, نتا بسّاح شي حاجا"
rah 3lina 7na bach nkhllSo flos iSla7at mn Salirat dyalna,It's up to us to pay for the repairs with our salaries!,راه علينا حنا باش نخلّصو فلوس إصلاحات من صاليرات ديالنا
khasak tbda tghawt m3aya bach n3ayto 3la 911,You should start screaming with me to call 911.,خاساك تبدا تغاوت معايا باش نعايتو علا 911
kantlab mank ghir nas dyal SSalir dyalk f 3ichrin 3am jjaya,All I'm asking for is half of your salary for the next twenty years,كانتلاب مانك غير ناس ديال الصالير ديالك ف عيشرين عام الجايا
wla ghadi ykhasak tkhdam droj,Otherwise you'll have to use the stairs,ولا غادي يخاساك تخدام دروج
makanchof ta mochkil f annani nkhddm ddroj,I don't see any drawbacks to use the stairs,ماكانشوف تا موشكيل ف أنّاني نخدّم الدروج
"walakin khasak dir nafs l7aja, ntoma al3chran, diro nafs l7aja","But you're gonna have to do the same, you guys, do the same thing.","والاكين خاساك دير نافس لحاجا, نتوما ألعشران, ديرو نافس لحاجا"
kanDn ymkn lik tsta3mal droj ktar chwiya,You look like you could do with using the stairs a bit more,كانضن يمكن ليك تستاعمال دروج كتار شوييا
3andi bzaf dyal mowadafin m3gaza,I have many lazy employees,عاندي بزاف ديال مووادافين معڭازا
kayn bzaf mn l9ada dyalna kay3aniw mn lghold o ro9 3la droj mosta3ara dyalna,There are also many of our leaders who are fat and skinny on borrowed stairs!,كاين بزاف من لقادا ديالنا كايعانيو من لغولد أُ روق علا دروج موستاعارا ديالنا
rah wa7d lmra rba7t sayid lkawn,I once won Mr Universe,راه واحد لمرا رباحت ساييد لكاون
"mtwada3 o kanftakhr biha, bkol woDou7","Modest and proud of it, obviously.","متواداع أُ كانفتاخر بيها, بكول ووضوح"
khlina nchofo wach kay3jabhom lkhobz lbyad wla l9a8wi,Let's see if they prefer white or brown bread,خلينا نشوفو واش كايعجابهوم لخوبز لبياد ولا لقاهوي
"kan9tara7 n3tiw lhad lmajmo3a lbyad, o lmjmo3a lokhra l98wi","I suggest we give this group some white, and brown to this other group","كانقتاراح نعتيو لهاد لماجموعا لبياد, أُ لمجموعا لوخرا لقهوي"
sma3t bila lkhobz kan khayb lbaTT,I heard that the bread was bad for the ducks,سماعت بيلا لخوبز كان خايب لباطّ
daba n9dro n9arno lkafa2a dyal lkhobz lbyad o lkhobz lk7al 3la lbaT,Now we can compare the efficiency of white bread and the black bread on these ducks,دابا نقدرو نقارنو لكافاأ ديال لخوبز لبياد أُ لخوبز لكحال علا لباط
"ah, hadi mo2amara kaydiroha charikat dyal biskwit","Yes, that is a conspiracy spread by firms that produce crackers and biscuits","أه, هادي موأمارا كايديروها شاريكات ديال بيسكويت"
"mkalakh, ghlid bzaf o mal7 bzaf","It's stupid, it's too fat and too salty.","مكالاخ, غليد بزاف أُ مالح بزاف"
o bzaf dyal lmawadd l7afiDa,And a lot of conservatives,أُ بزاف ديال لماوادّ لحافيضا
"rah khawi mn so3orat l7arariya, kaykhali lbaT ghlid o kayt3arad bzaf lghara9","It is empty calories, which makes the ducks fat and more likely to sink.","راه خاوي من سوعورات لحارارييا, كايخالي لباط غليد أُ كايتعاراد بزاف لغاراق"
"wakha hakak, y9dar ysabab bzaf dyal do8oun","It could make a lot of fat, though.","واخا هاكاك, يقدار يساباب بزاف ديال دوهون"
"3la kol 7al, kayban annaho kaybghiw joj anwa3 dyal lkhobz","Anyway, they seem to like two types of bread","علا كول حال, كايبان أنّاهو كايبغيو جوج أنواع ديال لخوبز"
ah y9dar chwiya dyal laft o lbrocolie ykon 7san lihom,Yes maybe some kale and broccoli would be better for them,أه يقدار شوييا ديال لافت أُ لبروكولي يكون حسان ليهوم
8na lfrakh dyal lbaT sghira jayyin!,"Here, the little ducklings are coming!",هنا لفراخ ديال لباط سغيرا جايّين!
ana machi mat2akd wach 3arf ach kayakol lbaT,I'm not even sure I know what the ducks are eating,أنا ماشي ماتأكد واش عارف أش كاياكول لباط
fwa9t bakri mn lmowsim ga3 l azwaj tl baTT ba9i 3ndhom bzaf tl frakh dyal lbaT,Early in the season all of the mating pairs still have lots of ducklings,فواقت باكري من لمووسيم ڭاع ل أزواج تل باطّ باقي عندهوم بزاف تل فراخ ديال لباط
daba kayban liya kay8Dmo lkhobz mzyan,at the moment they seem to digest the bread perfectly,دابا كايبان لييا كايهضمو لخوبز مزيان
tta7di lkbir f lmakla tl bTT kayn framy lkhobz f blays mkhtalfa bach lbaT sghir ta8oa yakhod chwiya,The main challenge in feeding ducks lies in throwing the bread to different places so that even the smaller ducks get some too,التاحدي لكبير ف لماكلا تل بطّ كاين فرامي لخوبز ف بلايس مختالفا باش لباط سغير تاهوا ياخود شوييا
7ta bin lkbar kaynin mo8ayminin o mo8aymanin,But even among adults there seems to be dominant and dominant,حتا بين لكبار كاينين موهايمينين أُ موهايمانين
"chof hada, kol mra kaymchi lTarf dyal lkhobz bach ysra9o lmolah","Look at this one, every time he goes for the piece of bread to steal from his rightful recipient","شوف هادا, كول مرا كايمشي لطارف ديال لخوبز باش يسراقو لمولاه"
